pair,m,group,position,external_arm,role,internal_arm,sample_us,warmup,iters,l2_flush_bytes,declared_clock_policy,gpu_uuid,applications_graphics_clock_mhz,overlay_sha256,jit_artifact_set_sha256,cubin_sha256,canonical_preparation_sha256,pair_preparation_sha256,measurement_sha256,measurement_path
production,8192,0,1,v1,candidate,candidate_8warp_n64_temporal_replay_v0,1568.6847925186157,5,50,201326592,locked,GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522,2377,f3c246817679d962a3f7160dbe8b9e68262c919e26e306f349200961fc4ac971,b65aa8bbed434a49fc5de13528f01cc2b840aa449045f5b9e0dbd6326f633b04,"[""4b835aa8ce91a4dd12b4dc4f43508c205c117aaeb193995fff57dd3ddbeb7725""]",f214d1c15b71ef61a250347b4cb15abcdbd01b6495c0d17449b9bd7908f4a51c,f214d1c15b71ef61a250347b4cb15abcdbd01b6495c0d17449b9bd7908f4a51c,0027f623a2d033bfd449f94f5b05020b45bf40166f44fbce152f61828cbbc085,e2e/production/v1/raw/benchmark/m8192/group_0_position_1_candidate_8warp_n64_temporal_replay_v0.json
production,8192,0,2,v1,candidate,candidate_8warp_n64_temporal_replay_v0,1567.791359424591,5,50,201326592,locked,GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522,2377,f3c246817679d962a3f7160dbe8b9e68262c919e26e306f349200961fc4ac971,b65aa8bbed434a49fc5de13528f01cc2b840aa449045f5b9e0dbd6326f633b04,"[""4b835aa8ce91a4dd12b4dc4f43508c205c117aaeb193995fff57dd3ddbeb7725""]",f214d1c15b71ef61a250347b4cb15abcdbd01b6495c0d17449b9bd7908f4a51c,f214d1c15b71ef61a250347b4cb15abcdbd01b6495c0d17449b9bd7908f4a51c,f7981e800198718ad2a2d540d7bc3bfe04cba13fc61c765cf536dae3c8940fbd,e2e/production/v1/raw/benchmark/m8192/group_0_position_2_candidate_8warp_n64_temporal_replay_v0.json
production,8192,0,3,production,baseline,baseline_4warp,1804.6016025543213,5,50,201326592,locked,GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522,2377,94b4dd2c25b2b01604a74c8ab4b5708fdf235c56467ebf8b12808dc52b69d106,4a4b2aafc209e6bc884113e1494509b9d98fd5de31eb1e98bf020f38806ea61d,"[""9313fcbc0dd686f0684705e869fdd227608ac83ca43c1dc99d203f8e7143ca79""]",5e1777efe1892e75fd7f9e161183e4eae9034dc4a141cb2df62bcf916cf4763f,5e1777efe1892e75fd7f9e161183e4eae9034dc4a141cb2df62bcf916cf4763f,f555cdb442e09262aced44ce2e2b0bc5ceba7fb562970a6c0dc0f7610cf75de4,e2e/production/production/raw/benchmark/m8192/group_0_position_3_baseline_4warp.json
production,8192,1,0,production,baseline,baseline_4warp,1804.2284750938416,5,50,201326592,locked,GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522,2377,94b4dd2c25b2b01604a74c8ab4b5708fdf235c56467ebf8b12808dc52b69d106,4a4b2aafc209e6bc884113e1494509b9d98fd5de31eb1e98bf020f38806ea61d,"[""9313fcbc0dd686f0684705e869fdd227608ac83ca43c1dc99d203f8e7143ca79""]",5e1777efe1892e75fd7f9e161183e4eae9034dc4a141cb2df62bcf916cf4763f,5e1777efe1892e75fd7f9e161183e4eae9034dc4a141cb2df62bcf916cf4763f,099e8ac0e341b7ea1fe1f32969bd09b2023167170588190df96c41e35b84f6b1,e2e/production/production/raw/benchmark/m8192/group_1_position_0_baseline_4warp.json
production,8192,1,1,v1,candidate,candidate_8warp_n64_temporal_replay_v0,1567.8336095809937,5,50,201326592,locked,GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522,2377,f3c246817679d962a3f7160dbe8b9e68262c919e26e306f349200961fc4ac971,b65aa8bbed434a49fc5de13528f01cc2b840aa449045f5b9e0dbd6326f633b04,"[""4b835aa8ce91a4dd12b4dc4f43508c205c117aaeb193995fff57dd3ddbeb7725""]",f214d1c15b71ef61a250347b4cb15abcdbd01b6495c0d17449b9bd7908f4a51c,f214d1c15b71ef61a250347b4cb15abcdbd01b6495c0d17449b9bd7908f4a51c,3c69e37dd5839711865ef01d3dc727b107882924b7aae45f5a6c1ce6816b5e20,e2e/production/v1/raw/benchmark/m8192/group_1_position_1_candidate_8warp_n64_temporal_replay_v0.json
production,8192,1,2,v1,candidate,candidate_8warp_n64_temporal_replay_v0,1568.5087943077087,5,50,201326592,locked,GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522,2377,f3c246817679d962a3f7160dbe8b9e68262c919e26e306f349200961fc4ac971,b65aa8bbed434a49fc5de13528f01cc2b840aa449045f5b9e0dbd6326f633b04,"[""4b835aa8ce91a4dd12b4dc4f43508c205c117aaeb193995fff57dd3ddbeb7725""]",f214d1c15b71ef61a250347b4cb15abcdbd01b6495c0d17449b9bd7908f4a51c,f214d1c15b71ef61a250347b4cb15abcdbd01b6495c0d17449b9bd7908f4a51c,ed0430907bf466543dbb73f260292e97dbe47b30e69bcb3d032a4e5eeb3b74a8,e2e/production/v1/raw/benchmark/m8192/group_1_position_2_candidate_8warp_n64_temporal_replay_v0.json
production,8192,1,3,production,baseline,baseline_4warp,1803.8892889022827,5,50,201326592,locked,GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522,2377,94b4dd2c25b2b01604a74c8ab4b5708fdf235c56467ebf8b12808dc52b69d106,4a4b2aafc209e6bc884113e1494509b9d98fd5de31eb1e98bf020f38806ea61d,"[""9313fcbc0dd686f0684705e869fdd227608ac83ca43c1dc99d203f8e7143ca79""]",5e1777efe1892e75fd7f9e161183e4eae9034dc4a141cb2df62bcf916cf4763f,5e1777efe1892e75fd7f9e161183e4eae9034dc4a141cb2df62bcf916cf4763f,b051eb6e94c9908924371628b893753d67a76aee2b49f58f9b608f89eb23bf1a,e2e/production/production/raw/benchmark/m8192/group_1_position_3_baseline_4warp.json
production,8192,2,0,production,baseline,baseline_4warp,1804.319360256195,5,50,201326592,locked,GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522,2377,94b4dd2c25b2b01604a74c8ab4b5708fdf235c56467ebf8b12808dc52b69d106,4a4b2aafc209e6bc884113e1494509b9d98fd5de31eb1e98bf020f38806ea61d,"[""9313fcbc0dd686f0684705e869fdd227608ac83ca43c1dc99d203f8e7143ca79""]",5e1777efe1892e75fd7f9e161183e4eae9034dc4a141cb2df62bcf916cf4763f,5e1777efe1892e75fd7f9e161183e4eae9034dc4a141cb2df62bcf916cf4763f,768540eed17a9efcee14c529fa23c6e70a76cd440c7123c73c32528707e63bf7,e2e/production/production/raw/benchmark/m8192/group_2_position_0_baseline_4warp.json
production,8192,2,1,v1,candidate,candidate_8warp_n64_temporal_replay_v0,1566.7142343521118,5,50,201326592,locked,GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522,2377,f3c246817679d962a3f7160dbe8b9e68262c919e26e306f349200961fc4ac971,b65aa8bbed434a49fc5de13528f01cc2b840aa449045f5b9e0dbd6326f633b04,"[""4b835aa8ce91a4dd12b4dc4f43508c205c117aaeb193995fff57dd3ddbeb7725""]",f214d1c15b71ef61a250347b4cb15abcdbd01b6495c0d17449b9bd7908f4a51c,f214d1c15b71ef61a250347b4cb15abcdbd01b6495c0d17449b9bd7908f4a51c,d9fdb3c942b41386e0ff74b43cc06891d73f1dff3e894d3e2827b0055e9bf542,e2e/production/v1/raw/benchmark/m8192/group_2_position_1_candidate_8warp_n64_temporal_replay_v0.json
production,8192,2,2,v1,candidate,candidate_8warp_n64_temporal_replay_v0,1567.570559978485,5,50,201326592,locked,GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522,2377,f3c246817679d962a3f7160dbe8b9e68262c919e26e306f349200961fc4ac971,b65aa8bbed434a49fc5de13528f01cc2b840aa449045f5b9e0dbd6326f633b04,"[""4b835aa8ce91a4dd12b4dc4f43508c205c117aaeb193995fff57dd3ddbeb7725""]",f214d1c15b71ef61a250347b4cb15abcdbd01b6495c0d17449b9bd7908f4a51c,f214d1c15b71ef61a250347b4cb15abcdbd01b6495c0d17449b9bd7908f4a51c,83ab251342cb70984b00d41296a2f57da0b20d3c52ce656960d5744f98f63f06,e2e/production/v1/raw/benchmark/m8192/group_2_position_2_candidate_8warp_n64_temporal_replay_v0.json
production,8192,2,3,production,baseline,baseline_4warp,1803.8630414009094,5,50,201326592,locked,GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522,2377,94b4dd2c25b2b01604a74c8ab4b5708fdf235c56467ebf8b12808dc52b69d106,4a4b2aafc209e6bc884113e1494509b9d98fd5de31eb1e98bf020f38806ea61d,"[""9313fcbc0dd686f0684705e869fdd227608ac83ca43c1dc99d203f8e7143ca79""]",5e1777efe1892e75fd7f9e161183e4eae9034dc4a141cb2df62bcf916cf4763f,5e1777efe1892e75fd7f9e161183e4eae9034dc4a141cb2df62bcf916cf4763f,15ee3b57a1d87914e80049c010c2e42ff377047059831cf7523e41fac211db6f,e2e/production/production/raw/benchmark/m8192/group_2_position_3_baseline_4warp.json
production,8192,3,0,production,baseline,baseline_4warp,1804.3059253692627,5,50,201326592,locked,GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522,2377,94b4dd2c25b2b01604a74c8ab4b5708fdf235c56467ebf8b12808dc52b69d106,4a4b2aafc209e6bc884113e1494509b9d98fd5de31eb1e98bf020f38806ea61d,"[""9313fcbc0dd686f0684705e869fdd227608ac83ca43c1dc99d203f8e7143ca79""]",5e1777efe1892e75fd7f9e161183e4eae9034dc4a141cb2df62bcf916cf4763f,5e1777efe1892e75fd7f9e161183e4eae9034dc4a141cb2df62bcf916cf4763f,ec884d66fa260f8c293db02b8c6da7efb1696848c44956102a24f18e9f632a1d,e2e/production/production/raw/benchmark/m8192/group_3_position_0_baseline_4warp.json
production,8192,3,1,v1,candidate,candidate_8warp_n64_temporal_replay_v0,1568.2118344306946,5,50,201326592,locked,GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522,2377,f3c246817679d962a3f7160dbe8b9e68262c919e26e306f349200961fc4ac971,b65aa8bbed434a49fc5de13528f01cc2b840aa449045f5b9e0dbd6326f633b04,"[""4b835aa8ce91a4dd12b4dc4f43508c205c117aaeb193995fff57dd3ddbeb7725""]",f214d1c15b71ef61a250347b4cb15abcdbd01b6495c0d17449b9bd7908f4a51c,f214d1c15b71ef61a250347b4cb15abcdbd01b6495c0d17449b9bd7908f4a51c,6388b0867a81167fb3378bcf24d774e4c69af5397954d8b7abb48cfd7b19b699,e2e/production/v1/raw/benchmark/m8192/group_3_position_1_candidate_8warp_n64_temporal_replay_v0.json
production,8192,3,2,v1,candidate,candidate_8warp_n64_temporal_replay_v0,1567.296006679535,5,50,201326592,locked,GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522,2377,f3c246817679d962a3f7160dbe8b9e68262c919e26e306f349200961fc4ac971,b65aa8bbed434a49fc5de13528f01cc2b840aa449045f5b9e0dbd6326f633b04,"[""4b835aa8ce91a4dd12b4dc4f43508c205c117aaeb193995fff57dd3ddbeb7725""]",f214d1c15b71ef61a250347b4cb15abcdbd01b6495c0d17449b9bd7908f4a51c,f214d1c15b71ef61a250347b4cb15abcdbd01b6495c0d17449b9bd7908f4a51c,85d17d25c722ea4cc658550ce2d33bd5c6333f13309cfc69e467d5c1362cd5f0,e2e/production/v1/raw/benchmark/m8192/group_3_position_2_candidate_8warp_n64_temporal_replay_v0.json
production,8192,3,3,production,baseline,baseline_4warp,1804.320638179779,5,50,201326592,locked,GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522,2377,94b4dd2c25b2b01604a74c8ab4b5708fdf235c56467ebf8b12808dc52b69d106,4a4b2aafc209e6bc884113e1494509b9d98fd5de31eb1e98bf020f38806ea61d,"[""9313fcbc0dd686f0684705e869fdd227608ac83ca43c1dc99d203f8e7143ca79""]",5e1777efe1892e75fd7f9e161183e4eae9034dc4a141cb2df62bcf916cf4763f,5e1777efe1892e75fd7f9e161183e4eae9034dc4a141cb2df62bcf916cf4763f,76b0eedd17daa9346f71da300cf8a2c198d94606e7e19fed33a6a3cdf4c974d3,e2e/production/production/raw/benchmark/m8192/group_3_position_3_baseline_4warp.json
production,8192,4,0,production,baseline,baseline_4warp,1804.2387223243713,5,50,201326592,locked,GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522,2377,94b4dd2c25b2b01604a74c8ab4b5708fdf235c56467ebf8b12808dc52b69d106,4a4b2aafc209e6bc884113e1494509b9d98fd5de31eb1e98bf020f38806ea61d,"[""9313fcbc0dd686f0684705e869fdd227608ac83ca43c1dc99d203f8e7143ca79""]",5e1777efe1892e75fd7f9e161183e4eae9034dc4a141cb2df62bcf916cf4763f,5e1777efe1892e75fd7f9e161183e4eae9034dc4a141cb2df62bcf916cf4763f,697008d38fde18748097748a6be5695e817289e0e9f4d15bed437e5e2c19e6ea,e2e/production/production/raw/benchmark/m8192/group_4_position_0_baseline_4warp.json
production,8192,4,1,v1,candidate,candidate_8warp_n64_temporal_replay_v0,1568.611831665039,5,50,201326592,locked,GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522,2377,f3c246817679d962a3f7160dbe8b9e68262c919e26e306f349200961fc4ac971,b65aa8bbed434a49fc5de13528f01cc2b840aa449045f5b9e0dbd6326f633b04,"[""4b835aa8ce91a4dd12b4dc4f43508c205c117aaeb193995fff57dd3ddbeb7725""]",f214d1c15b71ef61a250347b4cb15abcdbd01b6495c0d17449b9bd7908f4a51c,f214d1c15b71ef61a250347b4cb15abcdbd01b6495c0d17449b9bd7908f4a51c,8fe1328d0b02c6240bce7578d6b080c1665f22df013f999ecfe2145c752b0cbf,e2e/production/v1/raw/benchmark/m8192/group_4_position_1_candidate_8warp_n64_temporal_replay_v0.json
production,8192,4,2,v1,candidate,candidate_8warp_n64_temporal_replay_v0,1568.2752060890198,5,50,201326592,locked,GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522,2377,f3c246817679d962a3f7160dbe8b9e68262c919e26e306f349200961fc4ac971,b65aa8bbed434a49fc5de13528f01cc2b840aa449045f5b9e0dbd6326f633b04,"[""4b835aa8ce91a4dd12b4dc4f43508c205c117aaeb193995fff57dd3ddbeb7725""]",f214d1c15b71ef61a250347b4cb15abcdbd01b6495c0d17449b9bd7908f4a51c,f214d1c15b71ef61a250347b4cb15abcdbd01b6495c0d17449b9bd7908f4a51c,4f8ae8ae96dd58613ae732675576404811aa365c9f00a0ee9ab48d1ecbf6b57c,e2e/production/v1/raw/benchmark/m8192/group_4_position_2_candidate_8warp_n64_temporal_replay_v0.json
production,8192,4,3,production,baseline,baseline_4warp,1803.2736015319824,5,50,201326592,locked,GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522,2377,94b4dd2c25b2b01604a74c8ab4b5708fdf235c56467ebf8b12808dc52b69d106,4a4b2aafc209e6bc884113e1494509b9d98fd5de31eb1e98bf020f38806ea61d,"[""9313fcbc0dd686f0684705e869fdd227608ac83ca43c1dc99d203f8e7143ca79""]",5e1777efe1892e75fd7f9e161183e4eae9034dc4a141cb2df62bcf916cf4763f,5e1777efe1892e75fd7f9e161183e4eae9034dc4a141cb2df62bcf916cf4763f,567723f2ebe77b5282e89b966c79d1388ef29386418554dd80353f68d7fa1c58,e2e/production/production/raw/benchmark/m8192/group_4_position_3_baseline_4warp.json
