timestamp, uuid, pstate, clocks.current.graphics [MHz], clocks.current.memory [MHz], power.draw [W], power.limit [W], temperature.gpu, utilization.gpu [%], memory.used [MiB]
2026/07/22 19:01:52.767, GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522, P1, 2377 MHz, 13365 MHz, 59.53 W, 350.00 W, 28, 1 %, 140 MiB
2026/07/22 19:01:52.803, GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522, P1, 2377 MHz, 13365 MHz, 59.53 W, 350.00 W, 28, 1 %, 145 MiB
2026/07/22 19:01:52.824, GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522, P1, 2377 MHz, 13365 MHz, 59.53 W, 350.00 W, 28, 1 %, 467 MiB
2026/07/22 19:01:52.844, GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522, P1, 2377 MHz, 13365 MHz, 59.53 W, 350.00 W, 28, 1 %, 467 MiB
2026/07/22 19:01:52.864, GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522, P1, 2377 MHz, 13365 MHz, 59.53 W, 350.00 W, 28, 1 %, 467 MiB
2026/07/22 19:01:52.885, GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522, P1, 2377 MHz, 13365 MHz, 59.53 W, 350.00 W, 28, 1 %, 467 MiB
2026/07/22 19:01:52.905, GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522, P1, 2377 MHz, 13365 MHz, 59.53 W, 350.00 W, 28, 1 %, 467 MiB
2026/07/22 19:01:52.925, GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522, P1, 2377 MHz, 13365 MHz, 59.53 W, 350.00 W, 28, 1 %, 467 MiB
2026/07/22 19:01:52.945, GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522, P1, 2377 MHz, 13365 MHz, 59.53 W, 350.00 W, 28, 1 %, 467 MiB
2026/07/22 19:01:52.965, GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522, P1, 2377 MHz, 13365 MHz, 59.53 W, 350.00 W, 28, 1 %, 467 MiB
2026/07/22 19:01:52.986, GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522, P1, 2377 MHz, 13365 MHz, 59.53 W, 350.00 W, 28, 1 %, 467 MiB
2026/07/22 19:01:53.006, GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522, P1, 2377 MHz, 13365 MHz, 59.53 W, 350.00 W, 28, 1 %, 467 MiB
