timestamp, uuid, pstate, clocks.current.graphics [MHz], clocks.current.memory [MHz], power.draw [W], power.limit [W], temperature.gpu, utilization.gpu [%], memory.used [MiB]
2026/07/22 19:01:59.967, GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522, P1, 2370 MHz, 13365 MHz, 59.44 W, 350.00 W, 30, 11 %, 140 MiB
2026/07/22 19:02:00.005, GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522, P1, 2370 MHz, 13365 MHz, 59.44 W, 350.00 W, 30, 11 %, 140 MiB
2026/07/22 19:02:00.027, GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522, P1, 2370 MHz, 13365 MHz, 59.44 W, 350.00 W, 30, 11 %, 141 MiB
2026/07/22 19:02:00.048, GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522, P1, 2370 MHz, 13365 MHz, 59.44 W, 350.00 W, 30, 11 %, 159 MiB
2026/07/22 19:02:00.068, GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522, P1, 2370 MHz, 13365 MHz, 59.44 W, 350.00 W, 30, 11 %, 467 MiB
2026/07/22 19:02:00.088, GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522, P1, 2370 MHz, 13365 MHz, 60.52 W, 350.00 W, 30, 11 %, 467 MiB
2026/07/22 19:02:00.109, GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522, P1, 2370 MHz, 13365 MHz, 60.52 W, 350.00 W, 30, 11 %, 467 MiB
2026/07/22 19:02:00.129, GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522, P1, 2370 MHz, 13365 MHz, 60.52 W, 350.00 W, 30, 11 %, 467 MiB
2026/07/22 19:02:00.149, GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522, P1, 2370 MHz, 13365 MHz, 60.52 W, 350.00 W, 30, 11 %, 467 MiB
2026/07/22 19:02:00.169, GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522, P1, 2370 MHz, 13365 MHz, 60.52 W, 350.00 W, 30, 11 %, 467 MiB
2026/07/22 19:02:00.190, GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522, P1, 2370 MHz, 13365 MHz, 60.52 W, 350.00 W, 30, 11 %, 467 MiB
2026/07/22 19:02:00.210, GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522, P1, 2370 MHz, 13365 MHz, 60.52 W, 350.00 W, 30, 11 %, 467 MiB
2026/07/22 19:02:00.230, GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522, P1, 2370 MHz, 13365 MHz, 60.52 W, 350.00 W, 30, 11 %, 467 MiB
2026/07/22 19:02:00.251, GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522, P1, 2370 MHz, 13365 MHz, 60.52 W, 350.00 W, 30, 11 %, 467 MiB
2026/07/22 19:02:00.271, GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522, P1, 2370 MHz, 13365 MHz, 60.52 W, 350.00 W, 30, 11 %, 467 MiB
2026/07/22 19:02:00.291, GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522, P1, 2370 MHz, 13365 MHz, 60.52 W, 350.00 W, 30, 11 %, 467 MiB
2026/07/22 19:02:00.312, GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522, P1, 2370 MHz, 13365 MHz, 60.52 W, 350.00 W, 30, 11 %, 467 MiB
2026/07/22 19:02:00.332, GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522, P1, 2370 MHz, 13365 MHz, 60.52 W, 350.00 W, 30, 11 %, 467 MiB
2026/07/22 19:02:00.352, GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522, P1, 2370 MHz, 13365 MHz, 60.52 W, 350.00 W, 30, 11 %, 467 MiB
2026/07/22 19:02:00.372, GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522, P1, 2370 MHz, 13365 MHz, 60.52 W, 350.00 W, 30, 11 %, 467 MiB
2026/07/22 19:02:00.393, GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522, P1, 2370 MHz, 13365 MHz, 60.52 W, 350.00 W, 30, 11 %, 467 MiB
2026/07/22 19:02:00.413, GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522, P1, 2370 MHz, 13365 MHz, 60.52 W, 350.00 W, 30, 11 %, 467 MiB
2026/07/22 19:02:00.433, GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522, P1, 2370 MHz, 13365 MHz, 60.52 W, 350.00 W, 30, 11 %, 467 MiB
2026/07/22 19:02:00.454, GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522, P1, 2370 MHz, 13365 MHz, 60.52 W, 350.00 W, 30, 11 %, 467 MiB
2026/07/22 19:02:00.474, GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522, P1, 2370 MHz, 13365 MHz, 60.52 W, 350.00 W, 30, 11 %, 467 MiB
2026/07/22 19:02:00.494, GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522, P1, 2370 MHz, 13365 MHz, 60.52 W, 350.00 W, 30, 11 %, 467 MiB
2026/07/22 19:02:00.514, GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522, P1, 2370 MHz, 13365 MHz, 60.52 W, 350.00 W, 30, 11 %, 467 MiB
2026/07/22 19:02:00.535, GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522, P1, 2370 MHz, 13365 MHz, 60.52 W, 350.00 W, 30, 11 %, 467 MiB
2026/07/22 19:02:00.555, GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522, P1, 2370 MHz, 13365 MHz, 60.52 W, 350.00 W, 30, 11 %, 467 MiB
2026/07/22 19:02:00.575, GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522, P1, 2370 MHz, 13365 MHz, 60.52 W, 350.00 W, 30, 11 %, 467 MiB
2026/07/22 19:02:00.596, GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522, P1, 2370 MHz, 13365 MHz, 62.68 W, 350.00 W, 29, 0 %, 467 MiB
2026/07/22 19:02:00.616, GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522, P1, 2370 MHz, 13365 MHz, 62.68 W, 350.00 W, 29, 0 %, 467 MiB
2026/07/22 19:02:00.636, GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522, P1, 2370 MHz, 13365 MHz, 62.68 W, 350.00 W, 29, 0 %, 467 MiB
2026/07/22 19:02:00.657, GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522, P1, 2370 MHz, 13365 MHz, 62.68 W, 350.00 W, 29, 0 %, 467 MiB
2026/07/22 19:02:00.677, GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522, P1, 2370 MHz, 13365 MHz, 62.68 W, 350.00 W, 29, 0 %, 467 MiB
2026/07/22 19:02:00.697, GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522, P1, 2370 MHz, 13365 MHz, 62.68 W, 350.00 W, 29, 0 %, 467 MiB
2026/07/22 19:02:00.717, GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522, P1, 2370 MHz, 13365 MHz, 62.68 W, 350.00 W, 29, 0 %, 467 MiB
2026/07/22 19:02:00.738, GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522, P1, 2370 MHz, 13365 MHz, 62.68 W, 350.00 W, 29, 0 %, 467 MiB
2026/07/22 19:02:00.758, GPU-ab3d387a-b17d-bd26-a5cf-7968a2129522, P1, 2370 MHz, 13365 MHz, 62.68 W, 350.00 W, 29, 0 %, 467 MiB
